exporter,importer,tonnes,year,exp_ISO3,imp_ISO3
RoW Middle East,RoW Asia and Pacific,2777287.83,2016,RoW Middle East,RoW Asia and Pacific
Russia,RoW Asia and Pacific,1443167.17,2016,RUS,RoW Asia and Pacific
Slovakia,RoW Asia and Pacific,213183.57,2016,SVK,RoW Asia and Pacific
South Korea,RoW Asia and Pacific,2925084.25,2016,KOR,RoW Asia and Pacific
Spain,RoW Asia and Pacific,957069.47,2016,ESP,RoW Asia and Pacific
Sweden,RoW Asia and Pacific,276465.98,2016,SWE,RoW Asia and Pacific
Taiwan,RoW Asia and Pacific,768843.93,2016,TWN,RoW Asia and Pacific
United Kingdom,RoW Asia and Pacific,593189.54,2016,GBR,RoW Asia and Pacific
United States,RoW Asia and Pacific,4332474.9,2016,USA,RoW Asia and Pacific
Australia,RoW EU27,210017.72,2016,AUS,RoW EU27
Austria,RoW EU27,148737.93,2016,AUT,RoW EU27
Belgium,RoW EU27,316373.51,2016,BEL,RoW EU27
Brazil,RoW EU27,450705.09,2016,BRA,RoW EU27
Canada,RoW EU27,374364.06,2016,CAN,RoW EU27
China,RoW EU27,13164653.41,2016,CHN,RoW EU27
Czech Republic,RoW EU27,153117.71,2016,CZE,RoW EU27
Finland,RoW EU27,77681.79,2016,FIN,RoW EU27
France,RoW EU27,468627.49,2016,FRA,RoW EU27
Germany,RoW EU27,1110749.07,2016,DEU,RoW EU27
Greece,RoW EU27,119039.8,2016,GRC,RoW EU27
India,RoW EU27,985689.43,2016,IND,RoW EU27
Indonesia,RoW EU27,216445.02,2016,IDN,RoW EU27
Italy,RoW EU27,780310.66,2016,ITA,RoW EU27
Japan,RoW EU27,2676094.4,2016,JPN,RoW EU27
Mexico,RoW EU27,427030.47,2016,MEX,RoW EU27
Netherlands,RoW EU27,236729.04,2016,NLD,RoW EU27
Poland,RoW EU27,269841.79,2016,POL,RoW EU27
RoW Africa,RoW EU27,561423.76,2016,RoW Africa,RoW EU27
RoW America,RoW EU27,584611.96,2016,RoW America,RoW EU27
RoW Asia and Pacific,RoW EU27,962499.42,2016,RoW Asia and Pacific,RoW EU27
RoW EU27,RoW EU27,487428.1,2016,RoW EU27,RoW EU27
RoW Europe,RoW EU27,742939.89,2016,RoW Europe,RoW EU27
RoW Middle East,RoW EU27,1433274.85,2016,RoW Middle East,RoW EU27
Russia,RoW EU27,744775.24,2016,RUS,RoW EU27
Slovakia,RoW EU27,110017.64,2016,SVK,RoW EU27
South Korea,RoW EU27,1509548.14,2016,KOR,RoW EU27
Spain,RoW EU27,493914.81,2016,ESP,RoW EU27
Sweden,RoW EU27,142675.79,2016,SWE,RoW EU27
Taiwan,RoW EU27,396777.27,2016,TWN,RoW EU27
United Kingdom,RoW EU27,306127.31,2016,GBR,RoW EU27
United States,RoW EU27,2235860.19,2016,USA,RoW EU27
Australia,RoW Europe,284939.28,2016,AUS,RoW Europe
Austria,RoW Europe,201798.58,2016,AUT,RoW Europe
Belgium,RoW Europe,429236.34,2016,BEL,RoW Europe
Brazil,RoW Europe,611489.25,2016,BRA,RoW Europe
Canada,RoW Europe,507914.39,2016,CAN,RoW Europe
China,RoW Europe,17861001.16,2016,CHN,RoW Europe
Czech Republic,RoW Europe,207740.8,2016,CZE,RoW Europe
Finland,RoW Europe,105393.93,2016,FIN,RoW Europe
France,RoW Europe,635805.28,2016,FRA,RoW Europe
Germany,RoW Europe,1506996.78,2016,DEU,RoW Europe
Greece,RoW Europe,161505.96,2016,GRC,RoW Europe
India,RoW Europe,1337323.48,2016,IND,RoW Europe
Indonesia,RoW Europe,293659.44,2016,IDN,RoW Europe
Italy,RoW Europe,1058678.05,2016,ITA,RoW Europe
Japan,RoW Europe,3630762.14,2016,JPN,RoW Europe
Mexico,RoW Europe,579368.97,2016,MEX,RoW Europe
Netherlands,RoW Europe,321179.56,2016,NLD,RoW Europe
Poland,RoW Europe,366104.93,2016,POL,RoW Europe
RoW Africa,RoW Europe,761705.61,2016,RoW Africa,RoW Europe
RoW America,RoW Europe,793165.95,2016,RoW America,RoW Europe
RoW Asia and Pacific,RoW Europe,1305860.68,2016,RoW Asia and Pacific,RoW Europe
RoW EU27,RoW Europe,661312.8,2016,RoW EU27,RoW Europe
RoW Europe,RoW Europe,1007975.66,2016,RoW Europe,RoW Europe
RoW Middle East,RoW Europe,1944580.15,2016,RoW Middle East,RoW Europe
Russia,RoW Europe,1010465.75,2016,RUS,RoW Europe
Slovakia,RoW Europe,149265.24,2016,SVK,RoW Europe
South Korea,RoW Europe,2048063.12,2016,KOR,RoW Europe
Spain,RoW Europe,670113.58,2016,ESP,RoW Europe
Sweden,RoW Europe,193573.84,2016,SWE,RoW Europe
Taiwan,RoW Europe,538323.26,2016,TWN,RoW Europe
United Kingdom,RoW Europe,415334.91,2016,GBR,RoW Europe
United States,RoW Europe,3033479.14,2016,USA,RoW Europe
Australia,RoW Middle East,553105.77,2016,AUS,RoW Middle East
Austria,RoW Middle East,391718.4,2016,AUT,RoW Middle East
Belgium,RoW Middle East,833205.94,2016,BEL,RoW Middle East
Brazil,RoW Middle East,1186983.55,2016,BRA,RoW Middle East
Canada,RoW Middle East,985930.69,2016,CAN,RoW Middle East
China,RoW Middle East,34670624.95,2016,CHN,RoW Middle East
Czech Republic,RoW Middle East,403253.06,2016,CZE,RoW Middle East
Finland,RoW Middle East,204583.9,2016,FIN,RoW Middle East
France,RoW Middle East,1234184.25,2016,FRA,RoW Middle East
Germany,RoW Middle East,2925285.09,2016,DEU,RoW Middle East
Greece,RoW Middle East,313504.97,2016,GRC,RoW Middle East
India,RoW Middle East,2595926.19,2016,IND,RoW Middle East
Indonesia,RoW Middle East,570032.8,2016,IDN,RoW Middle East
Italy,RoW Middle East,2055037.64,2016,ITA,RoW Middle East
Japan,RoW Middle East,7047801.59,2016,JPN,RoW Middle East
Mexico,RoW Middle East,1124633.72,2016,MEX,RoW Middle East
Netherlands,RoW Middle East,623453.08,2016,NLD,RoW Middle East
Poland,RoW Middle East,710659.3,2016,POL,RoW Middle East
RoW Africa,RoW Middle East,1478573.88,2016,RoW Africa,RoW Middle East
RoW America,RoW Middle East,1539642.65,2016,RoW America,RoW Middle East
RoW Asia and Pacific,RoW Middle East,2534852.64,2016,RoW Asia and Pacific,RoW Middle East
RoW EU27,RoW Middle East,1283697.81,2016,RoW EU27,RoW Middle East
RoW Europe,RoW Middle East,1956617.43,2016,RoW Europe,RoW Middle East
RoW Middle East,RoW Middle East,3774693.73,2016,RoW Middle East,RoW Middle East
Russia,RoW Middle East,1961451.02,2016,RUS,RoW Middle East
Slovakia,RoW Middle East,289744.08,2016,SVK,RoW Middle East
South Korea,RoW Middle East,3975568.2,2016,KOR,RoW Middle East
Spain,RoW Middle East,1300781.32,2016,ESP,RoW Middle East
Sweden,RoW Middle East,375753.06,2016,SWE,RoW Middle East
Taiwan,RoW Middle East,1044958.44,2016,TWN,RoW Middle East
United Kingdom,RoW Middle East,806221.38,2016,GBR,RoW Middle East
United States,RoW Middle East,5888394.3,2016,USA,RoW Middle East
Australia,Russia,363239.92,2016,AUS,RUS
Austria,Russia,257252.36,2016,AUT,RUS
Belgium,Russia,547189.49,2016,BEL,RUS
Brazil,Russia,779525.07,2016,BRA,RUS
Canada,Russia,647488.07,2016,CAN,RUS
China,Russia,22769162.55,2016,CHN,RUS
Czech Republic,Russia,264827.49,2016,CZE,RUS
Finland,Russia,134355.93,2016,FIN,RUS
France,Russia,810523.08,2016,FRA,RUS
Germany,Russia,1921115.98,2016,DEU,RUS
Greece,Russia,205887.43,2016,GRC,RUS
India,Russia,1704816.84,2016,IND,RUS
Indonesia,Russia,374356.37,2016,IDN,RUS
Italy,Russia,1349600.31,2016,ITA,RUS
Japan,Russia,4628487.09,2016,JPN,RUS
Mexico,Russia,738578.21,2016,MEX,RUS
Netherlands,Russia,409438.96,2016,NLD,RUS
Poland,Russia,466709.71,2016,POL,RUS
RoW Africa,Russia,971020.54,2016,RoW Africa,RUS
RoW America,Russia,1011126.1,2016,RoW America,RUS
RoW Asia and Pacific,Russia,1664708.15,2016,RoW Asia and Pacific,RUS
RoW EU27,Russia,843040.01,2016,RoW EU27,RUS
RoW Europe,Russia,1284965.02,2016,RoW Europe,RUS
RoW Middle East,Russia,2478946.24,2016,RoW Middle East,RUS
Russia,Russia,1288139.38,2016,RUS,RUS
Slovakia,Russia,190282.99,2016,SVK,RUS
South Korea,Russia,2610866.08,2016,KOR,RUS
Spain,Russia,854259.23,2016,ESP,RUS
Sweden,Russia,246767.48,2016,SWE,RUS
Taiwan,Russia,686253.24,2016,TWN,RUS
United Kingdom,Russia,529467.98,2016,GBR,RUS
United States,Russia,3867072.12,2016,USA,RUS
Australia,Slovakia,52637.06,2016,AUS,SVK
Austria,Slovakia,37278.41,2016,AUT,SVK
Belgium,Slovakia,79293.17,2016,BEL,SVK
Brazil,Slovakia,112960.9,2016,BRA,SVK
Canada,Slovakia,93827.43,2016,CAN,SVK
China,Slovakia,3299477.12,2016,CHN,SVK
Czech Republic,Slovakia,38376.13,2016,CZE,SVK
Finland,Slovakia,19469.51,2016,FIN,SVK
France,Slovakia,117452.82,2016,FRA,SVK
Germany,Slovakia,278388.73,2016,DEU,SVK
Greece,Slovakia,29835.13,2016,GRC,SVK
India,Slovakia,247044.84,2016,IND,SVK
Indonesia,Slovakia,54247.95,2016,IDN,SVK
Italy,Slovakia,195570.45,2016,ITA,SVK
Japan,Slovakia,670713.61,2016,JPN,SVK
Mexico,Slovakia,107027.3,2016,MEX,SVK
Netherlands,Slovakia,59331.76,2016,NLD,SVK
Poland,Slovakia,67630.86,2016,POL,SVK
RoW Africa,Slovakia,140710.49,2016,RoW Africa,SVK
RoW America,Slovakia,146522.18,2016,RoW America,SVK
RoW Asia and Pacific,Slovakia,241232.7,2016,RoW Asia and Pacific,SVK
RoW EU27,Slovakia,122164.85,2016,RoW EU27,SVK
RoW Europe,Slovakia,186204.16,2016,RoW Europe,SVK
RoW Middle East,Slovakia,359223.86,2016,RoW Middle East,SVK
Russia,Slovakia,186664.15,2016,RUS,SVK
Slovakia,Slovakia,27573.89,2016,SVK,SVK
South Korea,Slovakia,378340.35,2016,KOR,SVK
Spain,Slovakia,123790.62,2016,ESP,SVK
Sweden,Slovakia,35759.05,2016,SWE,SVK
Taiwan,Slovakia,99444.89,2016,TWN,SVK
United Kingdom,Slovakia,76725.15,2016,GBR,SVK
United States,Slovakia,560377.04,2016,USA,SVK
Australia,South Korea,610209.45,2016,AUS,KOR
Austria,South Korea,432160.14,2016,AUT,KOR
Belgium,South Korea,919227.68,2016,BEL,KOR
Brazil,South Korea,1309529.96,2016,BRA,KOR
Canada,South Korea,1087720.02,2016,CAN,KOR
China,South Korea,38250085.37,2016,CHN,KOR
Czech Republic,South Korea,444885.66,2016,CZE,KOR
Finland,South Korea,225705.53,2016,FIN,KOR
France,South Korea,1361603.75,2016,FRA,KOR
Germany,South Korea,3227297.01,2016,DEU,KOR
Greece,South Korea,345871.82,2016,GRC,KOR
India,South Korea,2863934.48,2016,IND,KOR
Indonesia,South Korea,628884.05,2016,IDN,KOR
Italy,South Korea,2267203.59,2016,ITA,KOR
Japan,South Korea,7775429.86,2016,JPN,KOR
Mexico,South Korea,1240743.02,2016,MEX,KOR
Netherlands,South Korea,687819.55,2016,NLD,KOR
Poland,South Korea,784029.1,2016,POL,KOR
RoW Africa,South Korea,1631224.62,2016,RoW Africa,KOR
RoW America,South Korea,1698598.25,2016,RoW America,KOR
RoW Asia and Pacific,South Korea,2796555.59,2016,RoW Asia and Pacific,KOR
RoW EU27,South Korea,1416229.18,2016,RoW EU27,KOR
RoW Europe,South Korea,2158622.29,2016,RoW Europe,KOR
RoW Middle East,South Korea,4164400.2,2016,RoW Middle East,KOR
Russia,South Korea,2163954.91,2016,RUS,KOR
Slovakia,South Korea,319657.8,2016,SVK,KOR
South Korea,South Korea,4386013.33,2016,KOR,KOR
Spain,South Korea,1435076.43,2016,ESP,KOR
Sweden,South Korea,414546.52,2016,SWE,KOR
Taiwan,South Korea,1152841.92,2016,TWN,KOR
United Kingdom,South Korea,889457.19,2016,GBR,KOR
United States,South Korea,6496323.18,2016,USA,KOR
Australia,Spain,240329.67,2016,AUS,ESP
Austria,Spain,170205.34,2016,AUT,ESP
Belgium,Spain,362035.83,2016,BEL,ESP
Brazil,Spain,515755.53,2016,BRA,ESP
Canada,Spain,428396.17,2016,CAN,ESP
China,Spain,15064713.21,2016,CHN,ESP
Czech Republic,Spain,175217.25,2016,CZE,ESP
Finland,Spain,88893.63,2016,FIN,ESP
France,Spain,536264.69,2016,FRA,ESP
Germany,Spain,1271063.93,2016,DEU,ESP
Greece,Spain,136220.87,2016,GRC,ESP
India,Spain,1127954.39,2016,IND,ESP
Indonesia,Spain,247684.62,2016,IDN,ESP
Italy,Spain,892933.22,2016,ITA,ESP
Japan,Spain,3062336.2,2016,JPN,ESP
Mexico,Spain,488663.95,2016,MEX,ESP
Netherlands,Spain,270896.24,2016,NLD,ESP
Poland,Spain,308788.16,2016,POL,ESP
RoW Africa,Spain,642454.28,2016,RoW Africa,ESP
RoW America,Spain,668989.24,2016,RoW America,ESP
RoW Asia and Pacific,Spain,1101417.36,2016,RoW Asia and Pacific,ESP
RoW EU27,Spain,557778.79,2016,RoW EU27,ESP
RoW Europe,Spain,850168.71,2016,RoW Europe,ESP
RoW Middle East,Spain,1640139.99,2016,RoW Middle East,ESP
Russia,Spain,852268.95,2016,RUS,ESP
Slovakia,Spain,125896.53,2016,SVK,ESP
South Korea,Spain,1727421.84,2016,KOR,ESP
Spain,Spain,565201.74,2016,ESP,ESP
Sweden,Spain,163268.25,2016,SWE,ESP
Taiwan,Spain,454044.29,2016,TWN,ESP
United Kingdom,Spain,350310.79,2016,GBR,ESP
United States,Spain,2558562.8,2016,USA,ESP
Australia,Sweden,75842.55,2016,AUS,SWE
Austria,Sweden,53712.92,2016,AUT,SWE
Belgium,Sweden,114250.24,2016,BEL,SWE
Brazil,Sweden,162760.67,2016,BRA,SWE
Canada,Sweden,135192.05,2016,CAN,SWE
China,Sweden,4754079.42,2016,CHN,SWE
Czech Republic,Sweden,55294.56,2016,CZE,SWE
Finland,Sweden,28052.8,2016,FIN,SWE
France,Sweden,169232.89,2016,FRA,SWE
Germany,Sweden,401118.75,2016,DEU,SWE
Greece,Sweden,42988.19,2016,GRC,SWE
India,Sweden,355956.64,2016,IND,SWE
Indonesia,Sweden,78163.61,2016,IDN,SWE
Italy,Sweden,281789.33,2016,ITA,SWE
Japan,Sweden,966403.36,2016,JPN,SWE
Mexico,Sweden,154211.18,2016,MEX,SWE
Netherlands,Sweden,85488.67,2016,NLD,SWE
Poland,Sweden,97446.49,2016,POL,SWE
RoW Africa,Sweden,202743.9,2016,RoW Africa,SWE
RoW America,Sweden,211117.72,2016,RoW America,SWE
RoW Asia and Pacific,Sweden,347582.16,2016,RoW Asia and Pacific,SWE
RoW EU27,Sweden,176022.25,2016,RoW EU27,SWE
RoW Europe,Sweden,268293.83,2016,RoW Europe,SWE
RoW Middle East,Sweden,517590.72,2016,RoW Middle East,SWE
Russia,Sweden,268956.62,2016,RUS,SWE
Slovakia,Sweden,39730.07,2016,SVK,SWE
South Korea,Sweden,545134.88,2016,KOR,SWE
Spain,Sweden,178364.76,2016,ESP,SWE
Sweden,Sweden,51523.73,2016,SWE,SWE
Taiwan,Sweden,143286.01,2016,TWN,SWE
United Kingdom,Sweden,110550.08,2016,GBR,SWE
United States,Sweden,807423.98,2016,USA,SWE
Australia,Taiwan,133671.32,2016,AUS,TWN
Austria,Taiwan,94668.18,2016,AUT,TWN
Belgium,Taiwan,201364.27,2016,BEL,TWN
Brazil,Taiwan,286863.14,2016,BRA,TWN
Canada,Taiwan,238273.88,2016,CAN,TWN
China,Taiwan,8378990.92,2016,CHN,TWN
Czech Republic,Taiwan,97455.81,2016,CZE,TWN
Finland,Taiwan,49442.62,2016,FIN,TWN
France,Taiwan,298270.33,2016,FRA,TWN
Germany,Taiwan,706965.54,2016,DEU,TWN
Greece,Taiwan,75766.02,2016,GRC,TWN
India,Taiwan,627368.04,2016,IND,TWN
Indonesia,Taiwan,137762.14,2016,IDN,TWN
Italy,Taiwan,496649.3,2016,ITA,TWN
Japan,Taiwan,1703270.87,2016,JPN,TWN
Mexico,Taiwan,271794.81,2016,MEX,TWN
Netherlands,Taiwan,150672.44,2016,NLD,TWN
Poland,Taiwan,171747.92,2016,POL,TWN
RoW Africa,Taiwan,357332.96,2016,RoW Africa,TWN
RoW America,Taiwan,372091.7,2016,RoW America,TWN
RoW Asia and Pacific,Taiwan,612608.15,2016,RoW Asia and Pacific,TWN
RoW EU27,Taiwan,310236.47,2016,RoW EU27,TWN
RoW Europe,Taiwan,472863.69,2016,RoW Europe,TWN
RoW Middle East,Taiwan,912245.58,2016,RoW Middle East,TWN
Russia,Taiwan,474031.84,2016,RUS,TWN
Slovakia,Taiwan,70023.63,2016,SVK,TWN
South Korea,Taiwan,960791.73,2016,KOR,TWN
Spain,Taiwan,314365.11,2016,ESP,TWN
Sweden,Taiwan,90809.77,2016,SWE,TWN
Taiwan,Taiwan,252539.36,2016,TWN,TWN
United Kingdom,Taiwan,194842.8,2016,GBR,TWN
United States,Taiwan,1423072.2,2016,USA,TWN
Australia,United Kingdom,155141.42,2016,AUS,GBR
Austria,United Kingdom,109873.65,2016,AUT,GBR
Belgium,United Kingdom,233707.11,2016,BEL,GBR
Brazil,United Kingdom,332938.69,2016,BRA,GBR
Canada,United Kingdom,276545.09,2016,CAN,GBR
China,United Kingdom,9724812.67,2016,CHN,GBR
Czech Republic,United Kingdom,113109.02,2016,CZE,GBR
Finland,United Kingdom,57384.03,2016,FIN,GBR
France,United Kingdom,346178.09,2016,FRA,GBR
Germany,United Kingdom,820517.35,2016,DEU,GBR
Greece,United Kingdom,87935.45,2016,GRC,GBR
India,United Kingdom,728135.01,2016,IND,GBR
Indonesia,United Kingdom,159889.31,2016,IDN,GBR
Italy,United Kingdom,576420.42,2016,ITA,GBR
Japan,United Kingdom,1976847.84,2016,JPN,GBR
Mexico,United Kingdom,315450.11,2016,MEX,GBR
Netherlands,United Kingdom,174873.24,2016,NLD,GBR
Poland,United Kingdom,199333.83,2016,POL,GBR
RoW Africa,United Kingdom,414727.28,2016,RoW Africa,GBR
RoW America,United Kingdom,431856.55,2016,RoW America,GBR
RoW Asia and Pacific,United Kingdom,711004.41,2016,RoW Asia and Pacific,GBR
RoW EU27,United Kingdom,360066.21,2016,RoW EU27,GBR
RoW Europe,United Kingdom,548814.39,2016,RoW Europe,GBR
RoW Middle East,United Kingdom,1058769.19,2016,RoW Middle East,GBR
Russia,United Kingdom,550170.17,2016,RUS,GBR
Slovakia,United Kingdom,81270.73,2016,SVK,GBR
South Korea,United Kingdom,1115112.75,2016,KOR,GBR
Spain,United Kingdom,364857.99,2016,ESP,GBR
Sweden,United Kingdom,105395.51,2016,SWE,GBR
Taiwan,United Kingdom,293101.87,2016,TWN,GBR
United Kingdom,United Kingdom,226138.18,2016,GBR,GBR
United States,United Kingdom,1651644.05,2016,USA,GBR
Australia,United States,984545.48,2016,AUS,USA
Austria,United States,697270.94,2016,AUT,USA
Belgium,United States,1483132.5,2016,BEL,USA
Brazil,United States,2112867.64,2016,BRA,USA
Canada,United States,1754987.3,2016,CAN,USA
China,United States,61714791.22,2016,CHN,USA
Czech Republic,United States,717802.99,2016,CZE,USA
Finland,United States,364165.71,2016,FIN,USA
France,United States,2196886.37,2016,FRA,USA
Germany,United States,5207098.48,2016,DEU,USA
Greece,United States,558048.61,2016,GRC,USA
India,United States,4620829.39,2016,IND,USA
Indonesia,United States,1014676.12,2016,IDN,USA
Italy,United States,3658030.95,2016,ITA,USA
Japan,United States,12545306.13,2016,JPN,USA
Mexico,United States,2001883.02,2016,MEX,USA
Netherlands,United States,1109765.89,2016,NLD,USA
Poland,United States,1264995.67,2016,POL,USA
RoW Africa,United States,2631907.51,2016,RoW Africa,USA
RoW America,United States,2740611.83,2016,RoW America,USA
RoW Asia and Pacific,United States,4512116.58,2016,RoW Asia and Pacific,USA
RoW EU27,United States,2285022.04,2016,RoW EU27,USA
RoW Europe,United States,3482839.91,2016,RoW Europe,USA
RoW Middle East,United States,6719072.3,2016,RoW Middle East,USA
Russia,United States,3491443.85,2016,RUS,USA
Slovakia,United States,515753.48,2016,SVK,USA
South Korea,United States,7076635.11,2016,KOR,USA
Spain,United States,2315431.23,2016,ESP,USA
Sweden,United States,668852.15,2016,SWE,USA
Taiwan,United States,1860058.55,2016,TWN,USA
United Kingdom,United States,1435099.14,2016,GBR,USA
United States,United States,10481525.08,2016,USA,USA
Australia,Australia,93047.67,2017,AUS,AUS
Austria,Australia,65314.11,2017,AUT,AUS
Belgium,Australia,138382.99,2017,BEL,AUS
Brazil,Australia,200157.09,2017,BRA,AUS
Canada,Australia,165316.8,2017,CAN,AUS
China,Australia,5612902.07,2017,CHN,AUS
Czech Republic,Australia,67238.03,2017,CZE,AUS
Finland,Australia,33976.49,2017,FIN,AUS
France,Australia,206707.79,2017,FRA,AUS
Germany,Australia,492879.55,2017,DEU,AUS
Greece,Australia,52745.58,2017,GRC,AUS
India,Australia,441279.24,2017,IND,AUS
Indonesia,Australia,96346.36,2017,IDN,AUS
Italy,Australia,346631.42,2017,ITA,AUS
Japan,Australia,1190286.12,2017,JPN,AUS
Mexico,Australia,189855.83,2017,MEX,AUS
Netherlands,Australia,104551.04,2017,NLD,AUS
Poland,Australia,119992.54,2017,POL,AUS
RoW Africa,Australia,248827.99,2017,RoW Africa,AUS
RoW America,Australia,258476.5,2017,RoW America,AUS
RoW Asia and Pacific,Australia,425817.81,2017,RoW Asia and Pacific,AUS
RoW EU27,Australia,215316.68,2017,RoW EU27,AUS
RoW Europe,Australia,332126.01,2017,RoW Europe,AUS
RoW Middle East,Australia,638097.31,2017,RoW Middle East,AUS
Russia,Australia,331110.76,2017,RUS,AUS
Slovakia,Australia,48419.27,2017,SVK,AUS
South Korea,Australia,673484.33,2017,KOR,AUS
Spain,Australia,218747.08,2017,ESP,AUS
Sweden,Australia,62387.46,2017,SWE,AUS
Taiwan,Australia,175363.38,2017,TWN,AUS
United Kingdom,Australia,134285.65,2017,GBR,AUS
United States,Australia,995240.9,2017,USA,AUS
Australia,Austria,69185.43,2017,AUS,AUT
Austria,Austria,48564.2,2017,AUT,AUT
Belgium,Austria,102894.44,2017,BEL,AUT
Brazil,Austria,148826.46,2017,BRA,AUT
Canada,Austria,122921.02,2017,CAN,AUT
China,Austria,4173463.88,2017,CHN,AUT
Czech Republic,Austria,49994.72,2017,CZE,AUT
Finland,Austria,25263.16,2017,FIN,AUT
France,Austria,153697.23,2017,FRA,AUT
Germany,Austria,366479.76,2017,DEU,AUT
Greece,Austria,39218.89,2017,GRC,AUT
India,Austria,328112.44,2017,IND,AUT
Indonesia,Austria,71638.17,2017,IDN,AUT
Italy,Austria,257737.21,2017,ITA,AUT
Japan,Austria,885035.24,2017,JPN,AUT
Mexico,Austria,141166.98,2017,MEX,AUT
Netherlands,Austria,77738.75,2017,NLD,AUT
Poland,Austria,89220.25,2017,POL,AUT
RoW Africa,Austria,185015.63,2017,RoW Africa,AUT
RoW America,Austria,192189.77,2017,RoW America,AUT
RoW Asia and Pacific,Austria,316616.11,2017,RoW Asia and Pacific,AUT
RoW EU27,Austria,160098.35,2017,RoW EU27,AUT
RoW Europe,Austria,246951.74,2017,RoW Europe,AUT
RoW Middle East,Austria,474456.18,2017,RoW Middle East,AUT
Russia,Austria,246196.84,2017,RUS,AUT
Slovakia,Austria,36002.07,2017,SVK,AUT
South Korea,Austria,500768.14,2017,KOR,AUT
Spain,Austria,162649.02,2017,ESP,AUT
Sweden,Austria,46388.09,2017,SWE,AUT
Taiwan,Austria,130391.15,2017,TWN,AUT
United Kingdom,Austria,99847.87,2017,GBR,AUT
United States,Austria,740009.7,2017,USA,AUT
Australia,Belgium,152054.36,2017,AUS,BEL
Austria,Belgium,106733.42,2017,AUT,BEL
Belgium,Belgium,226139.33,2017,BEL,BEL
Brazil,Belgium,327087.82,2017,BRA,BEL
Canada,Belgium,270153.37,2017,CAN,BEL
China,Belgium,9172355.35,2017,CHN,BEL
Czech Republic,Belgium,109877.4,2017,CZE,BEL
Finland,Belgium,55522.87,2017,FIN,BEL
France,Belgium,337792.69,2017,FRA,BEL
Germany,Belgium,805441.88,2017,DEU,BEL
Greece,Belgium,86194.49,2017,GRC,BEL
India,Belgium,721118.94,2017,IND,BEL
Indonesia,Belgium,157444.95,2017,IDN,BEL
Italy,Belgium,566449.67,2017,ITA,BEL
Japan,Belgium,1945112.74,2017,JPN,BEL
Mexico,Belgium,310253.97,2017,MEX,BEL
Netherlands,Belgium,170852.66,2017,NLD,BEL
Poland,Belgium,196086.48,2017,POL,BEL
RoW Africa,Belgium,406623.65,2017,RoW Africa,BEL
RoW America,Belgium,422390.83,2017,RoW America,BEL
RoW Asia and Pacific,Belgium,695852.55,2017,RoW Asia and Pacific,BEL
RoW EU27,Belgium,351860.96,2017,RoW EU27,BEL
RoW Europe,Belgium,542745.58,2017,RoW Europe,BEL
RoW Middle East,Belgium,1042750.29,2017,RoW Middle East,BEL
Russia,Belgium,541086.5,2017,RUS,BEL
Slovakia,Belgium,79124.62,2017,SVK,BEL
South Korea,Belgium,1100578.19,2017,KOR,BEL
Spain,Belgium,357466.77,2017,ESP,BEL
Sweden,Belgium,101950.81,2017,SWE,BEL
Taiwan,Belgium,286571.05,2017,TWN,BEL
United Kingdom,Belgium,219443.64,2017,GBR,BEL
United States,Belgium,1626378.5,2017,USA,BEL
Australia,Brazil,211388.94,2017,AUS,BRA
Austria,Brazil,148382.88,2017,AUT,BRA
Belgium,Brazil,314383.31,2017,BEL,BRA
Brazil,Brazil,454723.86,2017,BRA,BRA
Canada,Brazil,375572.47,2017,CAN,BRA
China,Brazil,12751587.07,2017,CHN,BRA
Czech Republic,Brazil,152753.7,2017,CZE,BRA
Finland,Brazil,77188.98,2017,FIN,BRA
France,Brazil,469605.98,2017,FRA,BRA
Germany,Brazil,1119740.99,2017,DEU,BRA
Greece,Brazil,119829.25,2017,GRC,BRA
India,Brazil,1002513.6,2017,IND,BRA
Indonesia,Brazil,218883.03,2017,IDN,BRA
Italy,Brazil,787489.37,2017,ITA,BRA
Japan,Brazil,2704133.61,2017,JPN,BRA
Mexico,Brazil,431321.11,2017,MEX,BRA
Netherlands,Brazil,237522.7,2017,NLD,BRA
