exporter,importer,tonnes,year,exp_ISO3,imp_ISO3
RoW Asia and Pacific,Netherlands,456001.86,2008,RoW Asia and Pacific,NLD
RoW EU27,Netherlands,232348.94,2008,RoW EU27,NLD
RoW Europe,Netherlands,338923.21,2008,RoW Europe,NLD
RoW Middle East,Netherlands,642760.2,2008,RoW Middle East,NLD
Russia,Netherlands,387724.03,2008,RUS,NLD
Slovakia,Netherlands,55756.37,2008,SVK,NLD
South Korea,Netherlands,702665.35,2008,KOR,NLD
Spain,Netherlands,248338.49,2008,ESP,NLD
Sweden,Netherlands,74882.07,2008,SWE,NLD
Taiwan,Netherlands,172758.06,2008,TWN,NLD
United Kingdom,Netherlands,153800.58,2008,GBR,NLD
United States,Netherlands,1048592.39,2008,USA,NLD
Australia,Poland,115856.39,2008,AUS,POL
Austria,Poland,85457.98,2008,AUT,POL
Belgium,Poland,185153.08,2008,BEL,POL
Brazil,Poland,255323.84,2008,BRA,POL
Canada,Poland,204598.25,2008,CAN,POL
China,Poland,7366468.05,2008,CHN,POL
Czech Republic,Poland,89470.77,2008,CZE,POL
Finland,Poland,46198.3,2008,FIN,POL
France,Poland,270468.24,2008,FRA,POL
Germany,Poland,638312.37,2008,DEU,POL
Greece,Poland,69729.06,2008,GRC,POL
India,Poland,554783.52,2008,IND,POL
Indonesia,Poland,111264.92,2008,IDN,POL
Italy,Poland,451457.06,2008,ITA,POL
Japan,Poland,1524815.6,2008,JPN,POL
Mexico,Poland,231835.86,2008,MEX,POL
Netherlands,Poland,138438.18,2008,NLD,POL
Poland,Poland,155177.59,2008,POL,POL
RoW Africa,Poland,290374.23,2008,RoW Africa,POL
RoW America,Poland,306711.2,2008,RoW America,POL
RoW Asia and Pacific,Poland,520171.11,2008,RoW Asia and Pacific,POL
RoW EU27,Poland,265045.42,2008,RoW EU27,POL
RoW Europe,Poland,386616.98,2008,RoW Europe,POL
RoW Middle East,Poland,733210.35,2008,RoW Middle East,POL
Russia,Poland,442285.12,2008,RUS,POL
Slovakia,Poland,63602.49,2008,SVK,POL
South Korea,Poland,801545.44,2008,KOR,POL
Spain,Poland,283285.04,2008,ESP,POL
Sweden,Poland,85419.59,2008,SWE,POL
Taiwan,Poland,197068.83,2008,TWN,POL
United Kingdom,Poland,175443.62,2008,GBR,POL
United States,Poland,1196151.83,2008,USA,POL
Australia,RoW Africa,228705.67,2008,AUS,RoW Africa
Austria,RoW Africa,168697.86,2008,AUT,RoW Africa
Belgium,RoW Africa,365500.42,2008,BEL,RoW Africa
Brazil,RoW Africa,504020.6,2008,BRA,RoW Africa
Canada,RoW Africa,403886.04,2008,CAN,RoW Africa
China,RoW Africa,14541735.47,2008,CHN,RoW Africa
Czech Republic,RoW Africa,176619.28,2008,CZE,RoW Africa
Finland,RoW Africa,91197.5,2008,FIN,RoW Africa
France,RoW Africa,533916.33,2008,FRA,RoW Africa
Germany,RoW Africa,1260057.0,2008,DEU,RoW Africa
Greece,RoW Africa,137648.27,2008,GRC,RoW Africa
India,RoW Africa,1095167.33,2008,IND,RoW Africa
Indonesia,RoW Africa,219641.9,2008,IDN,RoW Africa
Italy,RoW Africa,891196.31,2008,ITA,RoW Africa
Japan,RoW Africa,3010053.79,2008,JPN,RoW Africa
Mexico,RoW Africa,457654.29,2008,MEX,RoW Africa
Netherlands,RoW Africa,273283.11,2008,NLD,RoW Africa
Poland,RoW Africa,306327.46,2008,POL,RoW Africa
RoW Africa,RoW Africa,573211.64,2008,RoW Africa,RoW Africa
RoW America,RoW Africa,605461.55,2008,RoW America,RoW Africa
RoW Asia and Pacific,RoW Africa,1026840.89,2008,RoW Asia and Pacific,RoW Africa
RoW EU27,RoW Africa,523211.44,2008,RoW EU27,RoW Africa
RoW Europe,RoW Africa,763199.1,2008,RoW Europe,RoW Africa
RoW Middle East,RoW Africa,1447389.83,2008,RoW Middle East,RoW Africa
Russia,RoW Africa,873090.5,2008,RUS,RoW Africa
Slovakia,RoW Africa,125554.14,2008,SVK,RoW Africa
South Korea,RoW Africa,1582286.34,2008,KOR,RoW Africa
Spain,RoW Africa,559217.27,2008,ESP,RoW Africa
Sweden,RoW Africa,168622.06,2008,SWE,RoW Africa
Taiwan,RoW Africa,389022.63,2008,TWN,RoW Africa
United Kingdom,RoW Africa,346333.51,2008,GBR,RoW Africa
United States,RoW Africa,2361256.89,2008,USA,RoW Africa
Australia,RoW America,250736.93,2008,AUS,RoW America
Austria,RoW America,184948.55,2008,AUT,RoW America
Belgium,RoW America,400709.13,2008,BEL,RoW America
Brazil,RoW America,552572.99,2008,BRA,RoW America
Canada,RoW America,442792.45,2008,CAN,RoW America
China,RoW America,15942543.27,2008,CHN,RoW America
Czech Republic,RoW America,193633.04,2008,CZE,RoW America
Finland,RoW America,99982.57,2008,FIN,RoW America
France,RoW America,585348.58,2008,FRA,RoW America
Germany,RoW America,1381438.51,2008,DEU,RoW America
Greece,RoW America,150907.96,2008,GRC,RoW America
India,RoW America,1200664.98,2008,IND,RoW America
Indonesia,RoW America,240800.04,2008,IDN,RoW America
Italy,RoW America,977045.4,2008,ITA,RoW America
Japan,RoW America,3300012.77,2008,JPN,RoW America
Mexico,RoW America,501740.21,2008,MEX,RoW America
Netherlands,RoW America,299608.52,2008,NLD,RoW America
Poland,RoW America,335836.04,2008,POL,RoW America
RoW Africa,RoW America,628429.22,2008,RoW Africa,RoW America
RoW America,RoW America,663785.76,2008,RoW America,RoW America
RoW Asia and Pacific,RoW America,1125756.65,2008,RoW Asia and Pacific,RoW America
RoW EU27,RoW America,573612.48,2008,RoW EU27,RoW America
RoW Europe,RoW America,836718.2,2008,RoW Europe,RoW America
RoW Middle East,RoW America,1586817.14,2008,RoW Middle East,RoW America
Russia,RoW America,957195.45,2008,RUS,RoW America
Slovakia,RoW America,137648.79,2008,SVK,RoW America
South Korea,RoW America,1734708.25,2008,KOR,RoW America
Spain,RoW America,613086.77,2008,ESP,RoW America
Sweden,RoW America,184865.45,2008,SWE,RoW America
Taiwan,RoW America,426497.24,2008,TWN,RoW America
United Kingdom,RoW America,379695.88,2008,GBR,RoW America
United States,RoW America,2588717.16,2008,USA,RoW America
Australia,RoW Asia and Pacific,402063.17,2008,AUS,RoW Asia and Pacific
Austria,RoW Asia and Pacific,296569.8,2008,AUT,RoW Asia and Pacific
Belgium,RoW Asia and Pacific,642547.49,2008,BEL,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,886065.12,2008,BRA,RoW Asia and Pacific
Canada,RoW Asia and Pacific,710029.17,2008,CAN,RoW Asia and Pacific
China,RoW Asia and Pacific,25564281.46,2008,CHN,RoW Asia and Pacific
Czech Republic,RoW Asia and Pacific,310495.61,2008,CZE,RoW Asia and Pacific
Finland,RoW Asia and Pacific,160324.65,2008,FIN,RoW Asia and Pacific
France,RoW Asia and Pacific,938621.63,2008,FRA,RoW Asia and Pacific
Germany,RoW Asia and Pacific,2215172.46,2008,DEU,RoW Asia and Pacific
Greece,RoW Asia and Pacific,241984.82,2008,GRC,RoW Asia and Pacific
India,RoW Asia and Pacific,1925297.42,2008,IND,RoW Asia and Pacific
Indonesia,RoW Asia and Pacific,386129.1,2008,IDN,RoW Asia and Pacific
Italy,RoW Asia and Pacific,1566717.63,2008,ITA,RoW Asia and Pacific
Japan,RoW Asia and Pacific,5291656.03,2008,JPN,RoW Asia and Pacific
Mexico,RoW Asia and Pacific,804553.43,2008,MEX,RoW Asia and Pacific
Netherlands,RoW Asia and Pacific,480430.03,2008,NLD,RoW Asia and Pacific
Poland,RoW Asia and Pacific,538521.8,2008,POL,RoW Asia and Pacific
RoW Africa,RoW Asia and Pacific,1007702.54,2008,RoW Africa,RoW Asia and Pacific
RoW America,RoW Asia and Pacific,1064397.68,2008,RoW America,RoW Asia and Pacific
RoW Asia and Pacific,RoW Asia and Pacific,1805179.97,2008,RoW Asia and Pacific,RoW Asia and Pacific
RoW EU27,RoW Asia and Pacific,919802.49,2008,RoW EU27,RoW Asia and Pacific
RoW Europe,RoW Asia and Pacific,1341699.32,2008,RoW Europe,RoW Asia and Pacific
RoW Middle East,RoW Asia and Pacific,2544502.42,2008,RoW Middle East,RoW Asia and Pacific
Russia,RoW Asia and Pacific,1534887.72,2008,RUS,RoW Asia and Pacific
Slovakia,RoW Asia and Pacific,220723.4,2008,SVK,RoW Asia and Pacific
South Korea,RoW Asia and Pacific,2781649.65,2008,KOR,RoW Asia and Pacific
Spain,RoW Asia and Pacific,983100.52,2008,ESP,RoW Asia and Pacific
Sweden,RoW Asia and Pacific,296436.55,2008,SWE,RoW Asia and Pacific
Taiwan,RoW Asia and Pacific,683899.39,2008,TWN,RoW Asia and Pacific
United Kingdom,RoW Asia and Pacific,608852.19,2008,GBR,RoW Asia and Pacific
United States,RoW Asia and Pacific,4151075.08,2008,USA,RoW Asia and Pacific
Australia,RoW EU27,202044.63,2008,AUS,RoW EU27
Austria,RoW EU27,149032.14,2008,AUT,RoW EU27
Belgium,RoW EU27,322892.72,2008,BEL,RoW EU27
Brazil,RoW EU27,445265.11,2008,BRA,RoW EU27
Canada,RoW EU27,356803.59,2008,CAN,RoW EU27
China,RoW EU27,12846552.97,2008,CHN,RoW EU27
Czech Republic,RoW EU27,156030.13,2008,CZE,RoW EU27
Finland,RoW EU27,80566.28,2008,FIN,RoW EU27
France,RoW EU27,471675.78,2008,FRA,RoW EU27
Germany,RoW EU27,1113167.62,2008,DEU,RoW EU27
Greece,RoW EU27,121602.12,2008,GRC,RoW EU27
India,RoW EU27,967499.73,2008,IND,RoW EU27
Indonesia,RoW EU27,194037.45,2008,IDN,RoW EU27
Italy,RoW EU27,787306.35,2008,ITA,RoW EU27
Japan,RoW EU27,2659160.97,2008,JPN,RoW EU27
Mexico,RoW EU27,404303.88,2008,MEX,RoW EU27
Netherlands,RoW EU27,241425.52,2008,NLD,RoW EU27
Poland,RoW EU27,270617.77,2008,POL,RoW EU27
RoW Africa,RoW EU27,506390.3,2008,RoW Africa,RoW EU27
RoW America,RoW EU27,534880.71,2008,RoW America,RoW EU27
RoW Asia and Pacific,RoW EU27,907138.35,2008,RoW Asia and Pacific,RoW EU27
RoW EU27,RoW EU27,462218.8,2008,RoW EU27,RoW EU27
RoW Europe,RoW EU27,674230.23,2008,RoW Europe,RoW EU27
RoW Middle East,RoW EU27,1278662.38,2008,RoW Middle East,RoW EU27
Russia,RoW EU27,771311.19,2008,RUS,RoW EU27
Slovakia,RoW EU27,110917.84,2008,SVK,RoW EU27
South Korea,RoW EU27,1397833.52,2008,KOR,RoW EU27
Spain,RoW EU27,494027.3,2008,ESP,RoW EU27
Sweden,RoW EU27,148965.18,2008,SWE,RoW EU27
Taiwan,RoW EU27,343672.86,2008,TWN,RoW EU27
United Kingdom,RoW EU27,305960.17,2008,GBR,RoW EU27
United States,RoW EU27,2085996.67,2008,USA,RoW EU27
Australia,RoW Europe,288519.19,2008,AUS,RoW Europe
Austria,RoW Europe,212817.5,2008,AUT,RoW Europe
Belgium,RoW Europe,461089.93,2008,BEL,RoW Europe
Brazil,RoW Europe,635837.37,2008,BRA,RoW Europe
Canada,RoW Europe,509514.56,2008,CAN,RoW Europe
China,RoW Europe,18344843.02,2008,CHN,RoW Europe
Czech Republic,RoW Europe,222810.61,2008,CZE,RoW Europe
Finland,RoW Europe,115048.43,2008,FIN,RoW Europe
France,RoW Europe,673551.75,2008,FRA,RoW Europe
Germany,RoW Europe,1589600.36,2008,DEU,RoW Europe
Greece,RoW Europe,173647.5,2008,GRC,RoW Europe
India,RoW Europe,1381587.0,2008,IND,RoW Europe
Indonesia,RoW Europe,277084.95,2008,IDN,RoW Europe
Italy,RoW Europe,1124271.34,2008,ITA,RoW Europe
Japan,RoW Europe,3797274.7,2008,JPN,RoW Europe
Mexico,RoW Europe,577344.86,2008,MEX,RoW Europe
Netherlands,RoW Europe,344754.99,2008,NLD,RoW Europe
Poland,RoW Europe,386441.44,2008,POL,RoW Europe
RoW Africa,RoW Europe,723123.98,2008,RoW Africa,RoW Europe
RoW America,RoW Europe,763808.22,2008,RoW America,RoW Europe
RoW Asia and Pacific,RoW Europe,1295391.12,2008,RoW Asia and Pacific,RoW Europe
RoW EU27,RoW Europe,660047.2,2008,RoW EU27,RoW Europe
RoW Europe,RoW Europe,962798.96,2008,RoW Europe,RoW Europe
RoW Middle East,RoW Europe,1825926.44,2008,RoW Middle East,RoW Europe
Russia,RoW Europe,1101430.3,2008,RUS,RoW Europe
Slovakia,RoW Europe,158390.37,2008,SVK,RoW Europe
South Korea,RoW Europe,1996102.5,2008,KOR,RoW Europe
Spain,RoW Europe,705469.65,2008,ESP,RoW Europe
Sweden,RoW Europe,212721.88,2008,SWE,RoW Europe
Taiwan,RoW Europe,490763.92,2008,TWN,RoW Europe
United Kingdom,RoW Europe,436910.3,2008,GBR,RoW Europe
United States,RoW Europe,2978797.62,2008,USA,RoW Europe
Australia,RoW Middle East,569790.09,2008,AUS,RoW Middle East
Austria,RoW Middle East,420288.51,2008,AUT,RoW Middle East
Belgium,RoW Middle East,910596.19,2008,BEL,RoW Middle East
Brazil,RoW Middle East,1255701.0,2008,BRA,RoW Middle East
Canada,RoW Middle East,1006228.91,2008,CAN,RoW Middle East
China,RoW Middle East,36228820.13,2008,CHN,RoW Middle East
Czech Republic,RoW Middle East,440023.69,2008,CZE,RoW Middle East
Finland,RoW Middle East,227206.58,2008,FIN,RoW Middle East
France,RoW Middle East,1330182.28,2008,FRA,RoW Middle East
Germany,RoW Middle East,3139266.19,2008,DEU,RoW Middle East
Greece,RoW Middle East,342932.56,2008,GRC,RoW Middle East
India,RoW Middle East,2728465.27,2008,IND,RoW Middle East
Indonesia,RoW Middle East,547208.88,2008,IDN,RoW Middle East
Italy,RoW Middle East,2220298.32,2008,ITA,RoW Middle East
Japan,RoW Middle East,7499152.86,2008,JPN,RoW Middle East
Mexico,RoW Middle East,1140185.44,2008,MEX,RoW Middle East
Netherlands,RoW Middle East,680848.91,2008,NLD,RoW Middle East
Poland,RoW Middle East,763174.56,2008,POL,RoW Middle East
RoW Africa,RoW Middle East,1428081.37,2008,RoW Africa,RoW Middle East
RoW America,RoW Middle East,1508427.77,2008,RoW America,RoW Middle East
RoW Asia and Pacific,RoW Middle East,2558238.95,2008,RoW Asia and Pacific,RoW Middle East
RoW EU27,RoW Middle East,1303512.44,2008,RoW EU27,RoW Middle East
RoW Europe,RoW Middle East,1901410.12,2008,RoW Europe,RoW Middle East
RoW Middle East,RoW Middle East,3605981.28,2008,RoW Middle East,RoW Middle East
Russia,RoW Middle East,2175190.07,2008,RUS,RoW Middle East
Slovakia,RoW Middle East,312801.61,2008,SVK,RoW Middle East
South Korea,RoW Middle East,3942058.18,2008,KOR,RoW Middle East
Spain,RoW Middle East,1393216.24,2008,ESP,RoW Middle East
Sweden,RoW Middle East,420099.67,2008,SWE,RoW Middle East
Taiwan,RoW Middle East,969198.68,2008,TWN,RoW Middle East
United Kingdom,RoW Middle East,862844.37,2008,GBR,RoW Middle East
United States,RoW Middle East,5882760.79,2008,USA,RoW Middle East
Australia,Russia,318346.32,2008,AUS,RUS
Austria,Russia,234818.59,2008,AUT,RUS
Belgium,Russia,508757.44,2008,BEL,RUS
Brazil,Russia,701570.29,2008,BRA,RUS
Canada,Russia,562188.22,2008,CAN,RUS
China,Russia,20241334.38,2008,CHN,RUS
Czech Republic,Russia,245844.79,2008,CZE,RUS
Finland,Russia,126942.15,2008,FIN,RUS
France,Russia,743183.58,2008,FRA,RUS
Germany,Russia,1753933.37,2008,DEU,RUS
Greece,Russia,191599.19,2008,GRC,RUS
India,Russia,1524415.58,2008,IND,RUS
Indonesia,Russia,305730.02,2008,IDN,RUS
Italy,Russia,1240498.6,2008,ITA,RUS
Japan,Russia,4189837.26,2008,JPN,RUS
Mexico,Russia,637030.81,2008,MEX,RUS
Netherlands,Russia,380395.79,2008,NLD,RUS
Poland,Russia,426391.79,2008,POL,RUS
RoW Africa,Russia,797880.59,2008,RoW Africa,RUS
RoW America,Russia,842770.77,2008,RoW America,RUS
RoW Asia and Pacific,Russia,1429308.76,2008,RoW Asia and Pacific,RUS
RoW EU27,Russia,728282.93,2008,RoW EU27,RUS
RoW Europe,Russia,1062333.19,2008,RoW Europe,RUS
RoW Middle East,Russia,2014690.86,2008,RoW Middle East,RUS
Russia,Russia,1215296.26,2008,RUS,RUS
Slovakia,Russia,174764.78,2008,SVK,RUS
South Korea,Russia,2202459.74,2008,KOR,RUS
Spain,Russia,778401.16,2008,ESP,RUS
Sweden,Russia,234713.08,2008,SWE,RUS
Taiwan,Russia,541499.13,2008,TWN,RUS
United Kingdom,Russia,482078.12,2008,GBR,RUS
United States,Russia,3286745.96,2008,USA,RUS
Australia,Slovakia,47298.19,2008,AUS,SVK
Austria,Slovakia,34888.09,2008,AUT,SVK
Belgium,Slovakia,75588.46,2008,BEL,SVK
Brazil,Slovakia,104235.56,2008,BRA,SVK
Canada,Slovakia,83526.92,2008,CAN,SVK
China,Slovakia,3007349.26,2008,CHN,SVK
Czech Republic,Slovakia,36526.3,2008,CZE,SVK
Finland,Slovakia,18860.39,2008,FIN,SVK
France,Slovakia,110418.24,2008,FRA,SVK
Germany,Slovakia,260590.04,2008,DEU,SVK
Greece,Slovakia,28466.78,2008,GRC,SVK
India,Slovakia,226489.52,2008,IND,SVK
Indonesia,Slovakia,45423.73,2008,IDN,SVK
Italy,Slovakia,184306.65,2008,ITA,SVK
Japan,Slovakia,622503.62,2008,JPN,SVK
Mexico,Slovakia,94646.63,2008,MEX,SVK
Netherlands,Slovakia,56517.17,2008,NLD,SVK
Poland,Slovakia,63351.01,2008,POL,SVK
RoW Africa,Slovakia,118544.83,2008,RoW Africa,SVK
RoW America,Slovakia,125214.38,2008,RoW America,SVK
RoW Asia and Pacific,Slovakia,212359.05,2008,RoW Asia and Pacific,SVK
RoW EU27,Slovakia,108204.38,2008,RoW EU27,SVK
RoW Europe,Slovakia,157835.79,2008,RoW Europe,SVK
RoW Middle East,Slovakia,299332.0,2008,RoW Middle East,SVK
Russia,Slovakia,180562.22,2008,RUS,SVK
Slovakia,Slovakia,25965.62,2008,SVK,SVK
South Korea,Slovakia,327229.69,2008,KOR,SVK
Spain,Slovakia,115650.68,2008,ESP,SVK
Sweden,Slovakia,34872.41,2008,SWE,SVK
Taiwan,Slovakia,80453.05,2008,TWN,SVK
United Kingdom,Slovakia,71624.59,2008,GBR,SVK
United States,Slovakia,488327.14,2008,USA,SVK
Australia,South Korea,593303.68,2008,AUS,KOR
Austria,South Korea,437632.6,2008,AUT,KOR
Belgium,South Korea,948173.86,2008,BEL,KOR
Brazil,South Korea,1307520.15,2008,BRA,KOR
Canada,South Korea,1047753.07,2008,CAN,KOR
China,South Korea,37723878.8,2008,CHN,KOR
Czech Republic,South Korea,458182.19,2008,CZE,KOR
Finland,South Korea,236582.74,2008,FIN,KOR
France,South Korea,1385075.06,2008,FRA,KOR
Germany,South Korea,3268814.63,2008,DEU,KOR
Greece,South Korea,357084.39,2008,GRC,KOR
India,South Korea,2841061.14,2008,IND,KOR
Indonesia,South Korea,569790.6,2008,IDN,KOR
Italy,South Korea,2311923.61,2008,ITA,KOR
Japan,South Korea,7808621.22,2008,JPN,KOR
Mexico,South Korea,1187237.6,2008,MEX,KOR
Netherlands,South Korea,708945.58,2008,NLD,KOR
Poland,South Korea,794668.57,2008,POL,KOR
RoW Africa,South Korea,1487014.16,2008,RoW Africa,KOR
RoW America,South Korea,1570676.22,2008,RoW America,KOR
RoW Asia and Pacific,South Korea,2663810.07,2008,RoW Asia and Pacific,KOR
RoW EU27,South Korea,1357304.63,2008,RoW EU27,KOR
RoW Europe,South Korea,1979875.82,2008,RoW Europe,KOR
RoW Middle East,South Korea,3754789.7,2008,RoW Middle East,KOR
Russia,South Korea,2264953.87,2008,RUS,KOR
Slovakia,South Korea,325710.03,2008,SVK,KOR
South Korea,South Korea,4104735.53,2008,KOR,KOR
Spain,South Korea,1450710.24,2008,ESP,KOR
Sweden,South Korea,437435.97,2008,SWE,KOR
Taiwan,South Korea,1009194.71,2008,TWN,KOR
United Kingdom,South Korea,898451.46,2008,GBR,KOR
United States,South Korea,6125525.32,2008,USA,KOR
Australia,Spain,214908.47,2008,AUS,ESP
Austria,Spain,158520.76,2008,AUT,ESP
Belgium,Spain,343450.75,2008,BEL,ESP
Brazil,Spain,473614.38,2008,BRA,ESP
Canada,Spain,379520.67,2008,CAN,ESP
China,Spain,13664471.2,2008,CHN,ESP
Czech Republic,Spain,165964.31,2008,CZE,ESP
Finland,Spain,85695.8,2008,FIN,ESP
France,Spain,501706.58,2008,FRA,ESP
Germany,Spain,1184041.11,2008,DEU,ESP
Greece,Spain,129344.32,2008,GRC,ESP
India,Spain,1029098.79,2008,IND,ESP
Indonesia,Spain,206391.48,2008,IDN,ESP
Italy,Spain,837432.8,2008,ITA,ESP
Japan,Spain,2828465.24,2008,JPN,ESP
Mexico,Spain,430045.23,2008,MEX,ESP
Netherlands,Spain,256796.67,2008,NLD,ESP
Poland,Spain,287847.54,2008,POL,ESP
RoW Africa,Spain,538631.31,2008,RoW Africa,ESP
RoW America,Spain,568935.66,2008,RoW America,ESP
RoW Asia and Pacific,Spain,964894.31,2008,RoW Asia and Pacific,ESP
RoW EU27,Spain,491647.48,2008,RoW EU27,ESP
RoW Europe,Spain,717157.33,2008,RoW Europe,ESP
RoW Middle East,Spain,1360072.65,2008,RoW Middle East,ESP
Russia,Spain,820419.27,2008,RUS,ESP
Slovakia,Spain,117979.79,2008,SVK,ESP
South Korea,Spain,1486831.21,2008,KOR,ESP
Spain,Spain,525481.18,2008,ESP,ESP
Sweden,Spain,158449.54,2008,SWE,ESP
Taiwan,Spain,365553.93,2008,TWN,ESP
United Kingdom,Spain,325440.13,2008,GBR,ESP
United States,Spain,2218808.54,2008,USA,ESP
Australia,Sweden,64511.59,2008,AUS,SWE
Austria,Sweden,47585.03,2008,AUT,SWE
Belgium,Sweden,103097.63,2008,BEL,SWE
Brazil,Sweden,142170.37,2008,BRA,SWE
Canada,Sweden,113925.16,2008,CAN,SWE
China,Sweden,4101824.31,2008,CHN,SWE
Czech Republic,Sweden,49819.45,2008,CZE,SWE
Finland,Sweden,25724.31,2008,FIN,SWE
France,Sweden,150603.14,2008,FRA,SWE
Germany,Sweden,355427.48,2008,DEU,SWE
Greece,Sweden,38826.8,2008,GRC,SWE
India,Sweden,308916.63,2008,IND,SWE
Indonesia,Sweden,61954.95,2008,IDN,SWE
Italy,Sweden,251382.01,2008,ITA,SWE
Japan,Sweden,849053.53,2008,JPN,SWE
Mexico,Sweden,129091.71,2008,MEX,SWE
Netherlands,Sweden,77085.66,2008,NLD,SWE
Poland,Sweden,86406.57,2008,POL,SWE
RoW Africa,Sweden,161687.27,2008,RoW Africa,SWE
RoW America,Sweden,170784.08,2008,RoW America,SWE
RoW Asia and Pacific,Sweden,289643.62,2008,RoW Asia and Pacific,SWE
RoW EU27,Sweden,147583.58,2008,RoW EU27,SWE
RoW Europe,Sweden,215277.51,2008,RoW Europe,SWE
RoW Middle East,Sweden,408268.93,2008,RoW Middle East,SWE
Russia,Sweden,246274.86,2008,RUS,SWE
Slovakia,Sweden,35415.37,2008,SVK,SWE
South Korea,Sweden,446319.53,2008,KOR,SWE
Spain,Sweden,157739.84,2008,ESP,SWE
Sweden,Sweden,47563.65,2008,SWE,SWE
Taiwan,Sweden,109732.6,2008,TWN,SWE
United Kingdom,Sweden,97691.18,2008,GBR,SWE
United States,Sweden,666045.74,2008,USA,SWE
Australia,Taiwan,140923.73,2008,AUS,TWN
Austria,Taiwan,103948.15,2008,AUT,TWN
Belgium,Taiwan,225213.84,2008,BEL,TWN
Brazil,Taiwan,310567.13,2008,BRA,TWN
Canada,Taiwan,248866.27,2008,CAN,TWN
China,Taiwan,8960318.35,2008,CHN,TWN
Czech Republic,Taiwan,108829.17,2008,CZE,TWN
Finland,Taiwan,56194.03,2008,FIN,TWN
France,Taiwan,328988.27,2008,FRA,TWN
Germany,Taiwan,776421.21,2008,DEU,TWN
Greece,Taiwan,84816.04,2008,GRC,TWN
India,Taiwan,674819.59,2008,IND,TWN
Indonesia,Taiwan,135338.82,2008,IDN,TWN
Italy,Taiwan,549136.84,2008,ITA,TWN
Japan,Taiwan,1854733.24,2008,JPN,TWN
Mexico,Taiwan,281997.16,2008,MEX,TWN
Netherlands,Taiwan,168391.44,2008,NLD,TWN
Poland,Taiwan,188752.68,2008,POL,TWN
RoW Africa,Taiwan,353201.23,2008,RoW Africa,TWN
RoW America,Taiwan,373072.96,2008,RoW America,TWN
RoW Asia and Pacific,Taiwan,632718.24,2008,RoW Asia and Pacific,TWN
RoW EU27,Taiwan,322392.13,2008,RoW EU27,TWN
RoW Europe,Taiwan,470267.59,2008,RoW Europe,TWN
RoW Middle East,Taiwan,891851.85,2008,RoW Middle East,TWN
Russia,Taiwan,537980.41,2008,RUS,TWN
Slovakia,Taiwan,77363.88,2008,SVK,TWN
South Korea,Taiwan,974972.3,2008,KOR,TWN
Spain,Taiwan,344578.18,2008,ESP,TWN
Sweden,Taiwan,103901.45,2008,SWE,TWN
Taiwan,Taiwan,239707.74,2008,TWN,TWN
United Kingdom,Taiwan,213403.59,2008,GBR,TWN
United States,Taiwan,1454957.94,2008,USA,TWN
Australia,United Kingdom,139406.21,2008,AUS,GBR
Austria,United Kingdom,102828.8,2008,AUT,GBR
Belgium,United Kingdom,222788.65,2008,BEL,GBR
Brazil,United Kingdom,307222.82,2008,BRA,GBR
Canada,United Kingdom,246186.38,2008,CAN,GBR
China,United Kingdom,8863830.06,2008,CHN,GBR
Czech Republic,United Kingdom,107657.25,2008,CZE,GBR
Finland,United Kingdom,55588.91,2008,FIN,GBR
France,United Kingdom,325445.59,2008,FRA,GBR
Germany,United Kingdom,768060.4,2008,DEU,GBR
Greece,United Kingdom,83902.7,2008,GRC,GBR
India,United Kingdom,667552.86,2008,IND,GBR
Indonesia,United Kingdom,133881.44,2008,IDN,GBR
Italy,United Kingdom,543223.51,2008,ITA,GBR
Japan,United Kingdom,1834760.73,2008,JPN,GBR
Mexico,United Kingdom,278960.51,2008,MEX,GBR
Netherlands,United Kingdom,166578.13,2008,NLD,GBR
Poland,United Kingdom,186720.12,2008,POL,GBR
RoW Africa,United Kingdom,349397.81,2008,RoW Africa,GBR
RoW America,United Kingdom,369055.56,2008,RoW America,GBR
RoW Asia and Pacific,United Kingdom,625904.88,2008,RoW Asia and Pacific,GBR
RoW EU27,United Kingdom,318920.48,2008,RoW EU27,GBR
RoW Europe,United Kingdom,465203.56,2008,RoW Europe,GBR
RoW Middle East,United Kingdom,882248.03,2008,RoW Middle East,GBR
Russia,United Kingdom,532187.22,2008,RUS,GBR
Slovakia,United Kingdom,76530.79,2008,SVK,GBR
South Korea,United Kingdom,964473.41,2008,KOR,GBR
Spain,United Kingdom,340867.63,2008,ESP,GBR
Sweden,United Kingdom,102782.59,2008,SWE,GBR
Taiwan,United Kingdom,237126.47,2008,TWN,GBR
United Kingdom,United Kingdom,211105.57,2008,GBR,GBR
United States,United Kingdom,1439290.37,2008,USA,GBR
